,Unnamed: 0,paper_id,title,citation_count,author_names,author_ids,orignal_paper_id
861,369,d5689bfe1409f5520f1b293466072647ba501853,Limitations of Hardness vs. Randomness under Uniform Reductions,19,"['Dan Gutfreund', 'S. Vadhan']","['1891570', '1723744']",f9b4a25845d741076f189480143af29f7b195373
862,354,8c23809e5c4527434157217b01a4f39a4efe3dc5,Fixed-Polynomial Size Circuit Bounds,19,"['L. Fortnow', 'R. Santhanam']","['1691447', '144363573']",f9b4a25845d741076f189480143af29f7b195373
863,524,3ea093f0b8a5048453c45140da9c3a8742742a48,Small Pseudo-Random Sets Yield Hard Functions: New Tight Explict Lower Bounds for Branching Programs,19,"['A. E. Andreev', 'Juri L. Baskakov', 'A. Clementi', 'J. Rolim']","['1711741', '2570911', '1702236', '1730032']",f9b4a25845d741076f189480143af29f7b195373
864,308,9d1b26b822b7881f53544ee7e282ac7b1a327ec4,Towards Non-Black-Box Lower Bounds in Cryptography,19,"['R. Pass', 'Wei-Lung Dustin Tseng', 'Muthuramakrishnan Venkitasubramaniam']","['1811683', '2188722', '3297014']",f9b4a25845d741076f189480143af29f7b195373
868,140,1613052051756e95ac020b819a2ad3842d616bd0,The Power of Natural Properties as Oracles,19,"['R. Impagliazzo', 'Valentine Kabanets', 'Ilya Volkovich']","['1735759', '2347317', '3101523']",f9b4a25845d741076f189480143af29f7b195373
869,138,d4addaf2462dc6cc75583f80416acde9131cff92,Near-optimal Bootstrapping of Hitting Sets for Algebraic Circuits,19,"['Mrinal Kumar', 'Ramprasad Saptharishi', 'Anamay Tengse']","['2157788457', '1950658', '26372561']",f9b4a25845d741076f189480143af29f7b195373
870,687,99aa888d13c646985616f4a8b85095b70206a711,Total Functions in the Polynomial Hierarchy,19,"['Robert D. Kleinberg', 'Daniel Mitropolsky', 'C. Papadimitriou']","['2633757', '1396791670', '144102674']",f9b4a25845d741076f189480143af29f7b195373
871,220,5adecbeafcab34d519c719a6eb5a5e1fa0261323,Fourier Concentration from Shrinkage,18,"['R. Impagliazzo', 'Valentine Kabanets']","['1735759', '2347317']",f9b4a25845d741076f189480143af29f7b195373
872,222,10562a5dfdf466163493b34b990f62baa9e4b5b0,Algorithms for Circuits and Circuits for Algorithms,18,['Ryan Williams'],['2110217002'],f9b4a25845d741076f189480143af29f7b195373
874,554,1b00644bd9e4628fe802f428a1cbd02cfd1e61bb,Constant depth circuits and the Lutz hypothesis,18,"['Jin-Yi Cai', 'D. Sivakumar', 'M. Strauss']","['1678402', '1765251', '145542622']",f9b4a25845d741076f189480143af29f7b195373
875,395,15f12bac3ec84b7a948aff3151bcf1284df70872,Low-end uniform hardness vs. randomness tradeoffs for AM,18,"['Ronen Shaltiel', 'C. Umans']","['1803387', '8259074']",f9b4a25845d741076f189480143af29f7b195373
876,714,d054ec6d22f27b857bd1c2f929076c1dee5baa57,An Average-Case Lower Bound against ACC 0,18,"['Ruiwen Chen', 'I. Oliveira', 'R. Santhanam']","['2037060', '1796326', '144363573']",f9b4a25845d741076f189480143af29f7b195373
877,315,b5c13513d29bc59d30254319c6cbcee0ef71742d,Robust simulations and significant separations,18,"['L. Fortnow', 'R. Santhanam']","['1691447', '144363573']",f9b4a25845d741076f189480143af29f7b195373
878,204,5df2180f80eb2e73afaf64c8cc47745365118241,"Incompressible Functions, Relative-Error Extractors, and the Power of Nondeterministic Reductions",18,"['Benny Applebaum', 'Sergei Artemenko', 'Ronen Shaltiel', 'Guang Yang']","['1748330', '145418131', '1803387', '50146825']",f9b4a25845d741076f189480143af29f7b195373
879,68,530f987aa5e0f812227a490b88a55d841a978fec,Characterizing Average-Case Complexity of PH by Worst-Case Meta-Complexity,18,['Shuichi Hirahara'],['2921974'],f9b4a25845d741076f189480143af29f7b195373
881,101,e58d22d7e2d37c5b0add27388926769012ce5f85,Hardness-Randomness Tradeoffs for Algebraic Computation,17,"['Mrinal Kumar', 'Ramprasad Saptharishi']","['2157788457', '1950658']",f9b4a25845d741076f189480143af29f7b195373
882,277,68c6b4421e995f1ba21424a5b8c6a6b6e82f42f6,Ironic Complicity: Satisfiability Algorithms and Circuit Lower Bounds,17,['R. Santhanam'],['144363573'],f9b4a25845d741076f189480143af29f7b195373
883,23,44c7284eac13bc0437c8f4ce0c4edd5bf4dc88cf,NP-Hardness of Learning Programs and Partial MCSP,17,['Shuichi Hirahara'],['2921974'],f9b4a25845d741076f189480143af29f7b195373
884,465,d388fa8438205d0fafb533dc14969218a9a06663,Derandomization and distinguishing complexity,17,"['Eric Allender', 'M. Koucký', 'Detlef Ronneburger', 'Sambuddha Roy']","['1760644', '1767280', '2351185', '1706548']",f9b4a25845d741076f189480143af29f7b195373
885,540,a4f7c839f8e1f0feed728fb3aa59fe826cae73f6,Extracting All the Randomness from a Weakly Random Source,17,['S. Vadhan'],['1723744'],f9b4a25845d741076f189480143af29f7b195373
886,624,831618301889b3f15f8917cec17bbd259ec24465,Lower bounds for pseudorandom number generators,17,"['M. Kharitonov', 'A. Goldberg', 'M. Yung']","['144242238', '2394251', '144068857']",f9b4a25845d741076f189480143af29f7b195373
888,60,f7d93e40449dd26f5950e90a577c2e73edd3be43,Explicit List-Decodable Codes with Optimal Rate for Computationally Bounded Channels,17,"['Ronen Shaltiel', 'Jad Silbak']","['1803387', '3456861']",f9b4a25845d741076f189480143af29f7b195373
889,361,a8cef3b06d3d8f308838960207203b0727c98048,Guest Column: correlation bounds for polynomials over {0 1},17,['Emanuele Viola'],['1743196'],f9b4a25845d741076f189480143af29f7b195373
891,92,284773c7ad5e985c8b3082b69f775294fa5b93a3,Pseudorandom Pseudo-distributions with Near-Optimal Error for Read-Once Branching Programs,17,"['M. Braverman', 'Gil Cohen', 'Sumegha Garg']","['143803467', '48795566', '3433226']",f9b4a25845d741076f189480143af29f7b195373
892,171,b2e5d546b02baf439d61386b9cb9ae112bdeb5bc,On Approximating the Eigenvalues of Stochastic Matrices in Probabilistic Logspace,17,"['Dean Doron', 'Amir Sarid', 'A. Ta-Shma']","['2656246', '47161002', '1401497017']",f9b4a25845d741076f189480143af29f7b195373
893,386,8124c4ce7abdc6cd213f94a25fd68c2bbbe16b3c,Worst-Case to Average-Case Reductions Revisited,16,"['Dan Gutfreund', 'A. Ta-Shma']","['1891570', '1401497017']",f9b4a25845d741076f189480143af29f7b195373
894,548,d3e7e35e0f2edd10fe6ab2403744517676933247,"Isolation, matching, and counting",16,"['Eric Allender', 'K. Reinhardt']","['1760644', '48655464']",f9b4a25845d741076f189480143af29f7b195373
895,512,988dcd5c510236693d0a68250d17360f59178a7a,"The Quantum Complexity of Set Membership 

",16,"['J. Radhakrishnan', 'P. Sen', 'Venkatesh Srinivasan']","['1680911', '1731053', '2043782']",f9b4a25845d741076f189480143af29f7b195373
896,113,9ce50bb1385d1a348a7ab9e744e55b5b30b84f19,Non-Malleable Codes Against Bounded Polynomial Time Tampering,16,"['Marshall Ball', 'Dana Dachman-Soled', 'Mukul Kulkarni', 'Huijia Lin', 'T. Malkin']","['38429638', '1403144886', '38638350', '3596858', '1769717']",f9b4a25845d741076f189480143af29f7b195373
897,514,25924da0fa8fe8d09bb024f61cd1660001525d31,On transformation of interactive proofs that preserve the prover's complexity,16,['S. Vadhan'],['1723744'],f9b4a25845d741076f189480143af29f7b195373
898,422,53727a27dc61d599a06bd6ffdc19869043e13362,Resource bounded symmetry of information revisited,16,"['Troy Lee', 'Andrei E. Romashchenko']","['2110707585', '1766576']",f9b4a25845d741076f189480143af29f7b195373
899,227,1ade6c549a00e6736df7b34c7a0ff5eb96688fe6,A Selection of Lower Bounds for Arithmetic Circuits,16,"['N. Kayal', 'Ramprasad Saptharishi']","['2051455', '1950658']",f9b4a25845d741076f189480143af29f7b195373
